0.00100	0.12800
0.00100	0.19000
0.00100	0.35300
0.00100	0.62500
0.00100	1.00700
0.00100	1.46000
0.00100	1.78200
0.00100	2.07800
0.00100	2.27000
0.00100	2.18300
0.00100	2.11100
0.00190	2.59600
0.00100	3.71200
0.00100	6.29100
0.00100	13.66500
0.00100	32.58000
0.00100	73.75700
0.00100	159.70100
0.04650	356.86300
0.14690	579.73700
0.20370	679.67500
0.22270	681.01400
0.18540	637.09400
0.15280	764.76200
0.17960	1105.36000
0.17670	858.09400
0.18130	463.23700
0.19050	287.24400
0.15490	215.51600
0.18350	168.95400
0.18000	139.85400
0.15580	125.73900
0.14350	102.72800
0.15960	104.22900
0.19450	124.98900
0.21150	154.86600
0.19060	193.27800
0.16820	242.62900
0.13930	381.88500
0.12700	541.53800
0.11620	746.42700
0.11780	985.01900
0.07000	1005.85000
0.07950	1022.22000
0.11900	1005.24000
0.13780	982.54900
0.15040	985.45500
0.14660	1013.91000
0.13500	1046.91000
0.19060	1010.51000
0.17540	1032.56000
0.18240	1042.44000
0.15540	1023.78000
0.19650	995.30200
0.20170	968.91200
0.23120	917.31300
0.21030	674.01100
0.18340	626.81300
0.17330	631.35200
0.14040	527.81000
0.13030	352.56600
0.10870	266.49700
0.06940	205.61700
0.05970	152.69100
0.07860	93.98500
0.05390	50.25400
0.08430	24.30500
0.05990	9.31000
0.01350	4.44800
0.00100	2.39500
0.00100	1.26600
0.01140	0.52300
0.00100	0.15000
0.00100	0.04600
0.00100	0.02900
0.01380	0.01800
0.00100	0.01500
0.00360	0.01800
0.00100	0.03400
0.00190	0.05700
0.00100	0.04800
0.00100	0.02900
0.00240	0.02200
0.00100	0.01900
0.00100	0.01600
0.00100	0.01200
0.00100	0.02100
0.00100	0.05200
0.00100	0.12000
0.00100	0.28100
0.00100	0.52200
0.00100	0.89600
0.00100	1.52200
0.00570	2.60700
0.00330	3.93600
0.03330	5.47100
0.02370	6.73500
0.00100	8.31800
0.00100	9.80500
0.00100	10.49800
0.00380	10.46100
0.00100	8.47100
0.00100	6.62600
0.00100	6.55400
0.01760	7.91900
0.40340	9.97300
0.22880	12.83600
0.26480	17.38900
0.27610	21.57900
0.09920	31.35200
0.00100	52.33000
0.20340	91.06000
0.23940	168.71400
0.20810	313.78400
0.18290	606.74200
0.11670	915.67600
0.07760	1387.18000
0.06270	1775.37000
0.08620	1877.76000
0.14700	1959.94000
0.17500	2055.52000
0.14290	2130.78000
0.17070	2180.28000
0.12710	2220.90000
0.11600	2260.75000
0.10670	2324.68000
0.08440	2410.93000
0.08530	2499.14000
0.10970	2570.01000
0.14180	2647.75000
0.13350	2760.09000
0.15370	2906.65000
0.12430	3081.56000
0.16690	3266.22000
0.21140	3386.52000
0.26570	3406.53000
0.25590	3422.69000
0.27490	3480.99000
0.25140	3552.01000
0.26690	3628.59000
0.19510	3699.88000
0.14400	3717.26000
0.16450	3742.81000
0.14300	3857.32000
0.21890	3933.62000
0.18290	3904.73000
0.19440	3801.36000
0.22680	3695.50000
0.26910	3504.97000
0.27490	3364.17000
0.24850	3295.99000
0.27470	3321.45000
0.25860	3443.43000
0.25340	3576.74000
0.21290	3673.03000
0.24210	3758.65000
0.28620	3780.14000
0.30400	3750.03000
0.29540	3555.81000
0.25860	3388.63000
0.25310	3393.45000
0.24370	3415.80000
0.26770	2119.34000
0.27140	1445.07000
0.27810	1454.62000
0.27270	1822.46000
0.27270	2763.79000
0.30580	3291.01000
0.30830	3191.38000
0.29370	3126.86000
0.29900	2799.06000
0.30190	2464.34000
0.28950	1971.59000
0.28860	1453.70000
0.25690	1499.61000
0.26440	1796.40000
0.23590	1891.56000
0.25930	2503.05000
0.24590	3299.71000
0.24630	3348.00000
0.24590	3381.50000
0.22840	3402.11000
0.22880	3316.34000
0.25060	3156.73000
0.25680	3044.03000
0.24170	2960.34000
0.25000	2133.30000
0.22370	2094.81000
0.24200	3072.67000
0.16390	2702.96000
0.16060	2358.02000
0.15500	2622.74000
0.22100	2533.81000
0.21340	3105.30000
0.26260	3469.00000
0.27210	3632.45000
0.26280	3800.61000
0.26750	3955.26000
0.29630	4054.04000
0.30230	4054.17000
0.30760	3946.24000
0.30980	3863.19000
0.28720	3872.41000
0.30940	3833.79000
0.28910	2706.92000
0.25390	1703.63000
0.23910	1714.01000
0.25960	2575.52000
0.25270	3615.26000
0.25690	3638.97000
0.27630	3686.00000
0.27630	3679.43000
0.27800	3564.60000
0.27790	3447.64000
0.29050	3381.04000
0.29380	3317.75000
0.28600	3272.46000
0.27890	3259.32000
0.26870	3254.20000
0.26700	3291.45000
0.22230	2769.02000
0.24630	2796.98000
0.25290	2768.02000
0.25020	3044.11000
0.26220	3292.89000
0.27960	3459.83000
0.29000	3615.42000
0.29140	3455.44000
0.28950	3260.66000
0.28010	3108.38000
0.26730	2935.03000
0.28100	2728.00000
0.26220	2494.71000
0.24140	2353.53000
0.29640	2241.26000
0.32260	2140.90000
0.34170	2116.25000
0.35170	2152.44000
0.35060	1565.30000
0.32700	1210.63000
0.29100	939.91100
0.23830	1142.21000
0.22200	1656.86000
0.20660	1399.16000
0.23090	874.73600
0.21010	733.59000
0.19150	729.22100
0.20990	507.80900
0.23940	409.29100
0.23680	376.70700
0.20250	319.37000
0.20840	292.81000
0.15800	272.33900
0.10590	236.85100
0.08110	253.91000
0.10870	313.71600
0.10010	331.25300
0.13070	369.87300
0.09620	422.85800
0.08330	438.59100
0.15200	410.53300
0.17030	422.53400
0.19240	483.09600
0.24810	479.16500
0.18620	389.70500
0.17010	320.67400
0.16020	297.54100
0.16700	258.60900
0.16650	263.72700
0.18160	366.82500
0.18600	417.87100
0.18020	409.84300
0.18700	538.88600
0.18830	745.92500
0.20990	868.33100
0.19290	1097.23000
0.13600	1136.00000
0.08360	901.26800
0.00100	916.97000
0.00100	887.23400
0.06600	516.76600
0.11650	274.20400
0.18620	179.24000
0.18180	143.75300
0.18140	153.09500
0.16520	163.51800
0.10640	165.12300
0.04660	169.16400
0.02170	227.89800
0.06580	420.30000
0.10350	493.29100
0.17360	424.87000
0.20590	329.90000
0.21300	219.11900
0.18610	143.69200
0.17910	97.86200
0.18060	66.31500
0.20740	54.81800
0.20030	56.94800
0.21300	62.95200
0.17400	74.79000
0.09810	86.50600
0.08170	99.85000
0.13050	120.92900
0.18050	147.05600
0.18610	168.35600
0.23920	177.66600
0.25950	177.43300
0.26460	164.66800
0.24830	172.15200
0.21310	157.45700
0.18210	119.87900
0.14350	102.74200
0.14170	86.94900
0.16170	71.99700
0.07330	60.98600
0.00100	53.64700
0.00100	48.97900
0.00100	52.38200
0.05690	58.46900
0.09470	58.46300
0.08510	70.22900
0.09470	85.39400
0.06860	89.41400
0.06220	94.22300
0.07600	112.23400
0.08480	142.32300
0.08200	145.82100
0.09870	120.75000
0.09900	86.96500
0.09710	72.37000
0.05010	75.32500
0.02900	81.92900
0.05860	86.31800
0.07960	92.26100
0.11720	98.42300
0.12460	97.01300
0.09960	91.19500
0.10640	94.38900
0.07740	86.21100
0.04960	69.27500
0.04320	57.62800
0.04230	48.12400
0.04190	46.84100
0.04390	56.43000
0.05140	67.23200
0.05740	70.10100
0.07040	67.06600
0.05500	67.40000
0.00690	85.40200
0.01710	128.21400
0.00100	153.66100
0.04590	149.44400
0.06070	130.85500
0.09060	124.61500
0.11040	111.76200
0.12050	80.05900
0.11100	49.46400
0.12850	30.63500
0.07340	24.19200
0.00100	23.93400
0.00100	22.30900
0.01040	17.58100
0.00100	12.77500
0.02420	13.52800
0.02630	17.10000
0.03590	20.70000
0.00100	27.72500
0.00100	33.82300
0.00100	42.41600
0.00100	78.29400
0.04010	222.34600
0.06450	425.95500
0.07380	634.54200
0.07200	749.39300
0.09300	483.27200
0.08070	238.48100
0.10890	188.92000
0.06760	112.40400
0.12900	49.08100
0.11150	21.55200
0.06900	14.30100
0.04270	12.52400
0.00100	14.32700
0.03940	16.37700
0.07040	15.80500
0.09860	15.20400
0.11250	15.55400
0.11800	12.66900
0.11880	6.88200
0.12460	5.08500
0.06610	6.40100
0.06880	6.14200
0.06900	7.14300
0.00100	11.23400
0.00100	17.27900
0.00100	26.05800
0.04220	40.56100
0.11770	52.05400
0.09990	65.57100
0.14550	79.23100
0.09600	80.08100
0.07740	71.13300
0.16880	69.91100
0.15500	75.38100
0.17460	85.95200
0.12410	98.28800
0.09990	112.51300
0.15920	128.46200
0.17660	141.76700
0.19890	140.76200
0.20910	144.28900
0.20680	162.81300
0.19840	185.02700
0.18110	196.11000
0.13910	166.48100
0.18260	134.74500
0.17790	118.05800
0.18960	116.14600
0.19160	124.93600
0.20010	116.99900
0.19120	102.23000
0.16360	105.31800
0.18530	108.07700
0.21780	109.95100
0.19450	113.48600
0.14340	98.41000
0.19020	82.10800
0.19630	75.10800
0.22680	76.02300
0.21570	75.23300
0.20580	70.53000
0.18760	83.49200
0.12600	117.86900
0.11050	194.79100
0.17610	338.01600
0.18060	451.90000
0.25550	500.87400
0.25980	568.17700
0.29970	648.94900
0.30350	654.71300
0.31050	512.85600
0.31010	440.15500
0.30740	500.09100
0.29530	582.29100
0.30410	564.53300
0.30620	431.87900
0.31750	341.11600
0.31540	202.04000
0.29150	110.29500
0.27200	73.38500
0.24390	49.81600
0.19470	32.56800
0.14410	19.04500
0.10230	12.36300
0.12900	11.52500
0.09910	10.24300
0.06710	8.32700
0.06160	9.56500
0.05850	13.92000
0.05430	20.89700
0.03720	30.71000
